tweetler,tarih
1) Londra piyasasında Dolar /TL swap faizleri %90 sonra da%200 leri geçti. Bu bir çok kişinin dikkatini çekti. Malum Finansal okur yazarlık seviyesi düşük olunca da bir çok bilgi kirliliği peş peşe geldi. Kısaca bu konuda yazacağım. Dün de yazdım oradan alıntı ile başlayayım.,26 Mar 2019
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
"Norveç'in Nüfusu 5.3 Milyon.
Norveç Devlet Varlık Fonunda: 1 Trilyon Dolar birikti.
Kişi başına: 189 Bin Dolar düşüyor !
Corona Krizini Norveç vatandaşları konforlu atlatır...",27 Mar 2020
"Amerikan Üniversitesi MIT,
1 Milyar Dolar harcayarak yeni bir yapay zeka fakültesi kuruyor.
Sadece bir para fonu sahibinin verdiği yardım parası 350 Milyon Dolar.",16 Eki 2018
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
"Cumhurbaşkanı:
Bağımsız Merkez Bankası,
Faiz dahil tüm araçların kullanılması,
Dış yatırım çekilmesi,
Yargı ve Hukuk reformu,
Güçlü Bağımsız Kurumlar,
diyince Dolar/TL düştü...
Hani DIŞ MİHRAKLAR dan artıyordu? Böylece bir şehir efsanesinin de sonuna gelindi. Trollerin gözü yaşlı",13 Kas 2020
"Dolar/TL, Dolara talep artınca artar.
Dolara talep, Türk şirket ve hükümeti Dolara ihtiyaç duyunca artar.
Şirketlerin Ve Hükümetin Dolar ihtiyacı, Cari açık artınca artar.
Cari açık, katma değerli ve ara mal üretemeyince artar.
Evrensel eğitim yoksa bunlar üretilemez, Dolar artar",23 Eyl 2018
"Hükümet ikilemde:
Faizi artırıp, piyasadaki TL’yi çekse,
Dolar/TL düşüyor ama inşaat sektörü batıyor, piyasa donuyor.
Vergiyi düşürüp, bir de piyasaya kredi püskürtse, piyasa canlanıyor ama Dolar/TL patlıyor.
İşte böyle Sakal-Bıyık arasında kalmamak için Yapısal reform diyoruz..!",31 Eki 2018
1) Londra piyasasında Dolar /TL swap faizleri %90 sonra da%200 leri geçti. Bu bir çok kişinin dikkatini çekti. Malum Finansal okur yazarlık seviyesi düşük olunca da bir çok bilgi kirliliği peş peşe geldi. Kısaca bu konuda yazacağım. Dün de yazdım oradan alıntı ile başlayayım.,26 Mar 2019
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
"Norveç'in Nüfusu 5.3 Milyon.
Norveç Devlet Varlık Fonunda: 1 Trilyon Dolar birikti.
Kişi başına: 189 Bin Dolar düşüyor !
Corona Krizini Norveç vatandaşları konforlu atlatır...",27 Mar 2020
"Amerikan Üniversitesi MIT,
1 Milyar Dolar harcayarak yeni bir yapay zeka fakültesi kuruyor.
Sadece bir para fonu sahibinin verdiği yardım parası 350 Milyon Dolar.",16 Eki 2018
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
"Cumhurbaşkanı:
Bağımsız Merkez Bankası,
Faiz dahil tüm araçların kullanılması,
Dış yatırım çekilmesi,
Yargı ve Hukuk reformu,
Güçlü Bağımsız Kurumlar,
diyince Dolar/TL düştü...
Hani DIŞ MİHRAKLAR dan artıyordu? Böylece bir şehir efsanesinin de sonuna gelindi. Trollerin gözü yaşlı",13 Kas 2020
"Dolar/TL, Dolara talep artınca artar.
Dolara talep, Türk şirket ve hükümeti Dolara ihtiyaç duyunca artar.
Şirketlerin Ve Hükümetin Dolar ihtiyacı, Cari açık artınca artar.
Cari açık, katma değerli ve ara mal üretemeyince artar.
Evrensel eğitim yoksa bunlar üretilemez, Dolar artar",23 Eyl 2018
"Hükümet ikilemde:
Faizi artırıp, piyasadaki TL’yi çekse,
Dolar/TL düşüyor ama inşaat sektörü batıyor, piyasa donuyor.
Vergiyi düşürüp, bir de piyasaya kredi püskürtse, piyasa canlanıyor ama Dolar/TL patlıyor.
İşte böyle Sakal-Bıyık arasında kalmamak için Yapısal reform diyoruz..!",31 Eki 2018
1) Londra piyasasında Dolar /TL swap faizleri %90 sonra da%200 leri geçti. Bu bir çok kişinin dikkatini çekti. Malum Finansal okur yazarlık seviyesi düşük olunca da bir çok bilgi kirliliği peş peşe geldi. Kısaca bu konuda yazacağım. Dün de yazdım oradan alıntı ile başlayayım.,26 Mar 2019
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
"Norveç'in Nüfusu 5.3 Milyon.
Norveç Devlet Varlık Fonunda: 1 Trilyon Dolar birikti.
Kişi başına: 189 Bin Dolar düşüyor !
Corona Krizini Norveç vatandaşları konforlu atlatır...",27 Mar 2020
"Amerikan Üniversitesi MIT,
1 Milyar Dolar harcayarak yeni bir yapay zeka fakültesi kuruyor.
Sadece bir para fonu sahibinin verdiği yardım parası 350 Milyon Dolar.",16 Eki 2018
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
"Cumhurbaşkanı:
Bağımsız Merkez Bankası,
Faiz dahil tüm araçların kullanılması,
Dış yatırım çekilmesi,
Yargı ve Hukuk reformu,
Güçlü Bağımsız Kurumlar,
diyince Dolar/TL düştü...
Hani DIŞ MİHRAKLAR dan artıyordu? Böylece bir şehir efsanesinin de sonuna gelindi. Trollerin gözü yaşlı",13 Kas 2020
"Dolar/TL, Dolara talep artınca artar.
Dolara talep, Türk şirket ve hükümeti Dolara ihtiyaç duyunca artar.
Şirketlerin Ve Hükümetin Dolar ihtiyacı, Cari açık artınca artar.
Cari açık, katma değerli ve ara mal üretemeyince artar.
Evrensel eğitim yoksa bunlar üretilemez, Dolar artar",23 Eyl 2018
"Hükümet ikilemde:
Faizi artırıp, piyasadaki TL’yi çekse,
Dolar/TL düşüyor ama inşaat sektörü batıyor, piyasa donuyor.
Vergiyi düşürüp, bir de piyasaya kredi püskürtse, piyasa canlanıyor ama Dolar/TL patlıyor.
İşte böyle Sakal-Bıyık arasında kalmamak için Yapısal reform diyoruz..!",31 Eki 2018
1) Londra piyasasında Dolar /TL swap faizleri %90 sonra da%200 leri geçti. Bu bir çok kişinin dikkatini çekti. Malum Finansal okur yazarlık seviyesi düşük olunca da bir çok bilgi kirliliği peş peşe geldi. Kısaca bu konuda yazacağım. Dün de yazdım oradan alıntı ile başlayayım.,26 Mar 2019
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
"Norveç'in Nüfusu 5.3 Milyon.
Norveç Devlet Varlık Fonunda: 1 Trilyon Dolar birikti.
Kişi başına: 189 Bin Dolar düşüyor !
Corona Krizini Norveç vatandaşları konforlu atlatır...",27 Mar 2020
"Amerikan Üniversitesi MIT,
1 Milyar Dolar harcayarak yeni bir yapay zeka fakültesi kuruyor.
Sadece bir para fonu sahibinin verdiği yardım parası 350 Milyon Dolar.",16 Eki 2018
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
"Cumhurbaşkanı:
Bağımsız Merkez Bankası,
Faiz dahil tüm araçların kullanılması,
Dış yatırım çekilmesi,
Yargı ve Hukuk reformu,
Güçlü Bağımsız Kurumlar,
diyince Dolar/TL düştü...
Hani DIŞ MİHRAKLAR dan artıyordu? Böylece bir şehir efsanesinin de sonuna gelindi. Trollerin gözü yaşlı",13 Kas 2020
"Dolar/TL, Dolara talep artınca artar.
Dolara talep, Türk şirket ve hükümeti Dolara ihtiyaç duyunca artar.
Şirketlerin Ve Hükümetin Dolar ihtiyacı, Cari açık artınca artar.
Cari açık, katma değerli ve ara mal üretemeyince artar.
Evrensel eğitim yoksa bunlar üretilemez, Dolar artar",23 Eyl 2018
"Hükümet ikilemde:
Faizi artırıp, piyasadaki TL’yi çekse,
Dolar/TL düşüyor ama inşaat sektörü batıyor, piyasa donuyor.
Vergiyi düşürüp, bir de piyasaya kredi püskürtse, piyasa canlanıyor ama Dolar/TL patlıyor.
İşte böyle Sakal-Bıyık arasında kalmamak için Yapısal reform diyoruz..!",31 Eki 2018
1) Londra piyasasında Dolar /TL swap faizleri %90 sonra da%200 leri geçti. Bu bir çok kişinin dikkatini çekti. Malum Finansal okur yazarlık seviyesi düşük olunca da bir çok bilgi kirliliği peş peşe geldi. Kısaca bu konuda yazacağım. Dün de yazdım oradan alıntı ile başlayayım.,26 Mar 2019
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
"Norveç'in Nüfusu 5.3 Milyon.
Norveç Devlet Varlık Fonunda: 1 Trilyon Dolar birikti.
Kişi başına: 189 Bin Dolar düşüyor !
Corona Krizini Norveç vatandaşları konforlu atlatır...",27 Mar 2020
"Amerikan Üniversitesi MIT,
1 Milyar Dolar harcayarak yeni bir yapay zeka fakültesi kuruyor.
Sadece bir para fonu sahibinin verdiği yardım parası 350 Milyon Dolar.",16 Eki 2018
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
"Cumhurbaşkanı:
Bağımsız Merkez Bankası,
Faiz dahil tüm araçların kullanılması,
Dış yatırım çekilmesi,
Yargı ve Hukuk reformu,
Güçlü Bağımsız Kurumlar,
diyince Dolar/TL düştü...
Hani DIŞ MİHRAKLAR dan artıyordu? Böylece bir şehir efsanesinin de sonuna gelindi. Trollerin gözü yaşlı",13 Kas 2020
"Dolar/TL, Dolara talep artınca artar.
Dolara talep, Türk şirket ve hükümeti Dolara ihtiyaç duyunca artar.
Şirketlerin Ve Hükümetin Dolar ihtiyacı, Cari açık artınca artar.
Cari açık, katma değerli ve ara mal üretemeyince artar.
Evrensel eğitim yoksa bunlar üretilemez, Dolar artar",23 Eyl 2018
"Hükümet ikilemde:
Faizi artırıp, piyasadaki TL’yi çekse,
Dolar/TL düşüyor ama inşaat sektörü batıyor, piyasa donuyor.
Vergiyi düşürüp, bir de piyasaya kredi püskürtse, piyasa canlanıyor ama Dolar/TL patlıyor.
İşte böyle Sakal-Bıyık arasında kalmamak için Yapısal reform diyoruz..!",31 Eki 2018
1) Londra piyasasında Dolar /TL swap faizleri %90 sonra da%200 leri geçti. Bu bir çok kişinin dikkatini çekti. Malum Finansal okur yazarlık seviyesi düşük olunca da bir çok bilgi kirliliği peş peşe geldi. Kısaca bu konuda yazacağım. Dün de yazdım oradan alıntı ile başlayayım.,26 Mar 2019
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
"Norveç'in Nüfusu 5.3 Milyon.
Norveç Devlet Varlık Fonunda: 1 Trilyon Dolar birikti.
Kişi başına: 189 Bin Dolar düşüyor !
Corona Krizini Norveç vatandaşları konforlu atlatır...",27 Mar 2020
"Amerikan Üniversitesi MIT,
1 Milyar Dolar harcayarak yeni bir yapay zeka fakültesi kuruyor.
Sadece bir para fonu sahibinin verdiği yardım parası 350 Milyon Dolar.",16 Eki 2018
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
"Cumhurbaşkanı:
Bağımsız Merkez Bankası,
Faiz dahil tüm araçların kullanılması,
Dış yatırım çekilmesi,
Yargı ve Hukuk reformu,
Güçlü Bağımsız Kurumlar,
diyince Dolar/TL düştü...
Hani DIŞ MİHRAKLAR dan artıyordu? Böylece bir şehir efsanesinin de sonuna gelindi. Trollerin gözü yaşlı",13 Kas 2020
"Dolar/TL, Dolara talep artınca artar.
Dolara talep, Türk şirket ve hükümeti Dolara ihtiyaç duyunca artar.
Şirketlerin Ve Hükümetin Dolar ihtiyacı, Cari açık artınca artar.
Cari açık, katma değerli ve ara mal üretemeyince artar.
Evrensel eğitim yoksa bunlar üretilemez, Dolar artar",23 Eyl 2018
"Hükümet ikilemde:
Faizi artırıp, piyasadaki TL’yi çekse,
Dolar/TL düşüyor ama inşaat sektörü batıyor, piyasa donuyor.
Vergiyi düşürüp, bir de piyasaya kredi püskürtse, piyasa canlanıyor ama Dolar/TL patlıyor.
İşte böyle Sakal-Bıyık arasında kalmamak için Yapısal reform diyoruz..!",31 Eki 2018
1) Londra piyasasında Dolar /TL swap faizleri %90 sonra da%200 leri geçti. Bu bir çok kişinin dikkatini çekti. Malum Finansal okur yazarlık seviyesi düşük olunca da bir çok bilgi kirliliği peş peşe geldi. Kısaca bu konuda yazacağım. Dün de yazdım oradan alıntı ile başlayayım.,26 Mar 2019
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
"Norveç'in Nüfusu 5.3 Milyon.
Norveç Devlet Varlık Fonunda: 1 Trilyon Dolar birikti.
Kişi başına: 189 Bin Dolar düşüyor !
Corona Krizini Norveç vatandaşları konforlu atlatır...",27 Mar 2020
"Amerikan Üniversitesi MIT,
1 Milyar Dolar harcayarak yeni bir yapay zeka fakültesi kuruyor.
Sadece bir para fonu sahibinin verdiği yardım parası 350 Milyon Dolar.",16 Eki 2018
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
"Cumhurbaşkanı:
Bağımsız Merkez Bankası,
Faiz dahil tüm araçların kullanılması,
Dış yatırım çekilmesi,
Yargı ve Hukuk reformu,
Güçlü Bağımsız Kurumlar,
diyince Dolar/TL düştü...
Hani DIŞ MİHRAKLAR dan artıyordu? Böylece bir şehir efsanesinin de sonuna gelindi. Trollerin gözü yaşlı",13 Kas 2020
"Dolar/TL, Dolara talep artınca artar.
Dolara talep, Türk şirket ve hükümeti Dolara ihtiyaç duyunca artar.
Şirketlerin Ve Hükümetin Dolar ihtiyacı, Cari açık artınca artar.
Cari açık, katma değerli ve ara mal üretemeyince artar.
Evrensel eğitim yoksa bunlar üretilemez, Dolar artar",23 Eyl 2018
"Hükümet ikilemde:
Faizi artırıp, piyasadaki TL’yi çekse,
Dolar/TL düşüyor ama inşaat sektörü batıyor, piyasa donuyor.
Vergiyi düşürüp, bir de piyasaya kredi püskürtse, piyasa canlanıyor ama Dolar/TL patlıyor.
İşte böyle Sakal-Bıyık arasında kalmamak için Yapısal reform diyoruz..!",31 Eki 2018
1) Londra piyasasında Dolar /TL swap faizleri %90 sonra da%200 leri geçti. Bu bir çok kişinin dikkatini çekti. Malum Finansal okur yazarlık seviyesi düşük olunca da bir çok bilgi kirliliği peş peşe geldi. Kısaca bu konuda yazacağım. Dün de yazdım oradan alıntı ile başlayayım.,26 Mar 2019
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
"Norveç'in Nüfusu 5.3 Milyon.
Norveç Devlet Varlık Fonunda: 1 Trilyon Dolar birikti.
Kişi başına: 189 Bin Dolar düşüyor !
Corona Krizini Norveç vatandaşları konforlu atlatır...",27 Mar 2020
"Amerikan Üniversitesi MIT,
1 Milyar Dolar harcayarak yeni bir yapay zeka fakültesi kuruyor.
Sadece bir para fonu sahibinin verdiği yardım parası 350 Milyon Dolar.",16 Eki 2018
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
"Cumhurbaşkanı:
Bağımsız Merkez Bankası,
Faiz dahil tüm araçların kullanılması,
Dış yatırım çekilmesi,
Yargı ve Hukuk reformu,
Güçlü Bağımsız Kurumlar,
diyince Dolar/TL düştü...
Hani DIŞ MİHRAKLAR dan artıyordu? Böylece bir şehir efsanesinin de sonuna gelindi. Trollerin gözü yaşlı",13 Kas 2020
"Dolar/TL, Dolara talep artınca artar.
Dolara talep, Türk şirket ve hükümeti Dolara ihtiyaç duyunca artar.
Şirketlerin Ve Hükümetin Dolar ihtiyacı, Cari açık artınca artar.
Cari açık, katma değerli ve ara mal üretemeyince artar.
Evrensel eğitim yoksa bunlar üretilemez, Dolar artar",23 Eyl 2018
"Hükümet ikilemde:
Faizi artırıp, piyasadaki TL’yi çekse,
Dolar/TL düşüyor ama inşaat sektörü batıyor, piyasa donuyor.
Vergiyi düşürüp, bir de piyasaya kredi püskürtse, piyasa canlanıyor ama Dolar/TL patlıyor.
İşte böyle Sakal-Bıyık arasında kalmamak için Yapısal reform diyoruz..!",31 Eki 2018
1) Londra piyasasında Dolar /TL swap faizleri %90 sonra da%200 leri geçti. Bu bir çok kişinin dikkatini çekti. Malum Finansal okur yazarlık seviyesi düşük olunca da bir çok bilgi kirliliği peş peşe geldi. Kısaca bu konuda yazacağım. Dün de yazdım oradan alıntı ile başlayayım.,26 Mar 2019
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
"Norveç'in Nüfusu 5.3 Milyon.
Norveç Devlet Varlık Fonunda: 1 Trilyon Dolar birikti.
Kişi başına: 189 Bin Dolar düşüyor !
Corona Krizini Norveç vatandaşları konforlu atlatır...",27 Mar 2020
"Amerikan Üniversitesi MIT,
1 Milyar Dolar harcayarak yeni bir yapay zeka fakültesi kuruyor.
Sadece bir para fonu sahibinin verdiği yardım parası 350 Milyon Dolar.",16 Eki 2018
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
"Cumhurbaşkanı:
Bağımsız Merkez Bankası,
Faiz dahil tüm araçların kullanılması,
Dış yatırım çekilmesi,
Yargı ve Hukuk reformu,
Güçlü Bağımsız Kurumlar,
diyince Dolar/TL düştü...
Hani DIŞ MİHRAKLAR dan artıyordu? Böylece bir şehir efsanesinin de sonuna gelindi. Trollerin gözü yaşlı",13 Kas 2020
"Dolar/TL, Dolara talep artınca artar.
Dolara talep, Türk şirket ve hükümeti Dolara ihtiyaç duyunca artar.
Şirketlerin Ve Hükümetin Dolar ihtiyacı, Cari açık artınca artar.
Cari açık, katma değerli ve ara mal üretemeyince artar.
Evrensel eğitim yoksa bunlar üretilemez, Dolar artar",23 Eyl 2018
"Hükümet ikilemde:
Faizi artırıp, piyasadaki TL’yi çekse,
Dolar/TL düşüyor ama inşaat sektörü batıyor, piyasa donuyor.
Vergiyi düşürüp, bir de piyasaya kredi püskürtse, piyasa canlanıyor ama Dolar/TL patlıyor.
İşte böyle Sakal-Bıyık arasında kalmamak için Yapısal reform diyoruz..!",31 Eki 2018
1) Londra piyasasında Dolar /TL swap faizleri %90 sonra da%200 leri geçti. Bu bir çok kişinin dikkatini çekti. Malum Finansal okur yazarlık seviyesi düşük olunca da bir çok bilgi kirliliği peş peşe geldi. Kısaca bu konuda yazacağım. Dün de yazdım oradan alıntı ile başlayayım.,26 Mar 2019
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
"Norveç'in Nüfusu 5.3 Milyon.
Norveç Devlet Varlık Fonunda: 1 Trilyon Dolar birikti.
Kişi başına: 189 Bin Dolar düşüyor !
Corona Krizini Norveç vatandaşları konforlu atlatır...",27 Mar 2020
"Amerikan Üniversitesi MIT,
1 Milyar Dolar harcayarak yeni bir yapay zeka fakültesi kuruyor.
Sadece bir para fonu sahibinin verdiği yardım parası 350 Milyon Dolar.",16 Eki 2018
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
"Cumhurbaşkanı:
Bağımsız Merkez Bankası,
Faiz dahil tüm araçların kullanılması,
Dış yatırım çekilmesi,
Yargı ve Hukuk reformu,
Güçlü Bağımsız Kurumlar,
diyince Dolar/TL düştü...
Hani DIŞ MİHRAKLAR dan artıyordu? Böylece bir şehir efsanesinin de sonuna gelindi. Trollerin gözü yaşlı",13 Kas 2020
"Dolar/TL, Dolara talep artınca artar.
Dolara talep, Türk şirket ve hükümeti Dolara ihtiyaç duyunca artar.
Şirketlerin Ve Hükümetin Dolar ihtiyacı, Cari açık artınca artar.
Cari açık, katma değerli ve ara mal üretemeyince artar.
Evrensel eğitim yoksa bunlar üretilemez, Dolar artar",23 Eyl 2018
"Hükümet ikilemde:
Faizi artırıp, piyasadaki TL’yi çekse,
Dolar/TL düşüyor ama inşaat sektörü batıyor, piyasa donuyor.
Vergiyi düşürüp, bir de piyasaya kredi püskürtse, piyasa canlanıyor ama Dolar/TL patlıyor.
İşte böyle Sakal-Bıyık arasında kalmamak için Yapısal reform diyoruz..!",31 Eki 2018
1) Londra piyasasında Dolar /TL swap faizleri %90 sonra da%200 leri geçti. Bu bir çok kişinin dikkatini çekti. Malum Finansal okur yazarlık seviyesi düşük olunca da bir çok bilgi kirliliği peş peşe geldi. Kısaca bu konuda yazacağım. Dün de yazdım oradan alıntı ile başlayayım.,26 Mar 2019
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
"Norveç'in Nüfusu 5.3 Milyon.
Norveç Devlet Varlık Fonunda: 1 Trilyon Dolar birikti.
Kişi başına: 189 Bin Dolar düşüyor !
Corona Krizini Norveç vatandaşları konforlu atlatır...",27 Mar 2020
"Amerikan Üniversitesi MIT,
1 Milyar Dolar harcayarak yeni bir yapay zeka fakültesi kuruyor.
Sadece bir para fonu sahibinin verdiği yardım parası 350 Milyon Dolar.",16 Eki 2018
"Şimdi tam haber geldi.
ABD virüsün ekonomik tahribatını durdurabilmek için önce:
850 milyar dolar, sonra,
1 Trilyon dolar, sonra,
1.2 Trilyon dolar, sonra
1.3 Trilyon dolar harcayacağım dedi.
Şimdi de miktarı 2 Trilyon dolara çıkaracaklarını açıklıyorlar...",21 Mar 2020
"Cumhurbaşkanı:
Bağımsız Merkez Bankası,
Faiz dahil tüm araçların kullanılması,
Dış yatırım çekilmesi,
Yargı ve Hukuk reformu,
Güçlü Bağımsız Kurumlar,
diyince Dolar/TL düştü...
Hani DIŞ MİHRAKLAR dan artıyordu? Böylece bir şehir efsanesinin de sonuna gelindi. Trollerin gözü yaşlı",13 Kas 2020
"Dolar/TL, Dolara talep artınca artar.
Dolara talep, Türk şirket ve hükümeti Dolara ihtiyaç duyunca artar.
Şirketlerin Ve Hükümetin Dolar ihtiyacı, Cari açık artınca artar.
Cari açık, katma değerli ve ara mal üretemeyince artar.
Evrensel eğitim yoksa bunlar üretilemez, Dolar artar",23 Eyl 2018
"Hükümet ikilemde:
Faizi artırıp, piyasadaki TL’yi çekse,
Dolar/TL düşüyor ama inşaat sektörü batıyor, piyasa donuyor.
Vergiyi düşürüp, bir de piyasaya kredi püskürtse, piyasa canlanıyor ama Dolar/TL patlıyor.
İşte böyle Sakal-Bıyık arasında kalmamak için Yapısal reform diyoruz..!",31 Eki 2018
1) Londra piyasasında Dolar /TL swap faizleri %90 sonra da%200 leri geçti. Bu bir çok kişinin dikkatini çekti. Malum Finansal okur yazarlık seviyesi düşük olunca da bir çok bilgi kirliliği peş peşe geldi. Kısaca bu konuda yazacağım. Dün de yazdım oradan alıntı ile başlayayım.,26 Mar 2019
"ABD, Vatandaşları için:
6 Trilyon Dolarlık Paket açıkladı.
6 Trilyon Dolar yani  bir Amerikalı için 18 Bin Dolar'lık paket.
Paketin TL cinsinden kişi başına düşen kısmı 117,000 TL.
Yani Milli Gelirlerinin neredeyse %30'u kadar...",27 Mar 2020
"Norveç'in Nüfusu 5.3 Milyon.
Norveç Devlet Varlık Fonunda: 1 Trilyon Dolar birikti.
Kişi başına: 189 Bin Dolar düşüyor !
Corona Krizini Norveç vatandaşları konforlu atlatır...",27 Mar 2020
"Amerikan Üniversitesi MIT,
1 Milyar Dolar harcayarak yeni bir yapay zeka fakültesi kuruyor.
Sadece bir para fonu sahibinin verdiği yardım parası 350 Milyon Dolar.",16 Eki 2018
